name,age,country,policytype,policytier,sumsssured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
Alicia Turner,19,India,Health,Basic,1675127,No,0,None,16751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mark Moody,49,India,Health,Basic,2302479,Yes,2,"Heart Condition, Thyroid",34537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Perkins,44,India,Health,Basic,1807189,No,3,"Thyroid, Diabetes, Heart Condition",26204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taylor Zuniga,45,India,Health,Basic,1901530,No,2,"Heart Condition, Diabetes",27572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angel Thompson,60,India,Health,Basic,2027497,Yes,3,"Hypertension, Thyroid, Heart Condition",31426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cynthia Martinez,57,India,Health,Basic,1567857,Yes,3,"Asthma, Heart Condition, Thyroid",24301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sarah Wright,22,India,Health,Basic,2334031,No,4,"Heart Condition, Asthma, Thyroid, Diabetes",31509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alyssa Kane,60,India,Health,Basic,2364279,No,3,"Thyroid, Hypertension, Asthma",35464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jason Miller,51,India,Health,Basic,1815318,Yes,3,"Diabetes, Hypertension, Asthma",28137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle King,54,India,Health,Basic,2348285,No,2,"Hypertension, Thyroid",35224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jesse Green,56,India,Health,Basic,2367648,No,4,"Diabetes, Heart Condition, Hypertension, Thyroid",35514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Erik Montoya,30,India,Health,Basic,2090532,No,2,"Heart Condition, Thyroid",28222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Caldwell,44,India,Health,Basic,1525159,No,3,"Heart Condition, Hypertension, Asthma",22114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wendy Shaw,25,India,Health,Basic,2135296,Yes,1,Heart Condition,28826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Kelley,50,India,Health,Basic,1654923,No,0,None,18204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pamela Vasquez,39,India,Health,Basic,1926811,No,4,"Diabetes, Heart Condition, Asthma, Hypertension",26011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kelly Lucas,52,India,Health,Basic,2224556,No,0,None,25582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Kelley,26,India,Health,Basic,2267844,No,1,Hypertension,29481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Daniel Wright,33,India,Health,Basic,2290955,No,3,"Heart Condition, Asthma, Diabetes",30927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angel Jordan,48,India,Health,Basic,2127235,Yes,1,Asthma,30844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katelyn Lee,50,India,Health,Basic,2257318,Yes,4,"Asthma, Hypertension, Heart Condition, Diabetes",33859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Savage,52,India,Health,Basic,2265796,No,2,"Thyroid, Heart Condition",33986,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jack Barrett,45,India,Health,Basic,2056003,No,1,Heart Condition,28784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebecca Thomas,20,India,Health,Basic,1726092,Yes,4,"Thyroid, Heart Condition, Hypertension, Asthma",24165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew Copeland,53,India,Health,Basic,2054965,Yes,3,"Asthma, Thyroid, Heart Condition",31851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melissa Chaney,39,India,Health,Basic,2095427,No,2,"Heart Condition, Thyroid",28288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brian Schmitt,56,India,Health,Basic,1686106,No,1,Thyroid,24448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrea Anderson,60,India,Health,Basic,2201394,Yes,0,None,26416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Molly Burgess,56,India,Health,Basic,2253738,Yes,2,"Asthma, Hypertension",34932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katie Curry,35,India,Health,Basic,2148180,No,2,"Hypertension, Asthma",29000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Erica Murphy,47,India,Health,Basic,2289687,No,3,"Diabetes, Asthma, Hypertension",33200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cynthia Smith,35,India,Health,Basic,1936857,Yes,3,"Diabetes, Asthma, Thyroid",27115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joanne Chen,27,India,Health,Basic,1986690,Yes,0,None,20860,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brandi Chapman,42,India,Health,Basic,1692042,Yes,0,None,19458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jerry Sanchez,51,India,Health,Basic,2131939,No,3,"Asthma, Thyroid, Diabetes",31979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alisha Gutierrez,26,India,Health,Basic,1503280,Yes,1,Asthma,20294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kevin Jones Jr.,51,India,Health,Basic,1816025,No,1,Asthma,26332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Terry Barrett,36,India,Health,Basic,1986619,No,2,"Thyroid, Heart Condition",26819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Luis Lewis MD,47,India,Health,Basic,1834936,No,2,"Asthma, Diabetes",26606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alexander Green,25,India,Health,Basic,1682972,No,0,None,16829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Bobby Luna,47,India,Health,Basic,2244568,Yes,0,None,25812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Townsend,38,India,Health,Basic,1855914,Yes,2,"Thyroid, Hypertension",25982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Cruz,39,India,Health,Basic,1964049,No,1,Heart Condition,25532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Gutierrez,34,India,Health,Basic,2237272,No,1,Asthma,29084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Nelson,31,India,Health,Basic,1747151,No,0,None,17471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jake Friedman,25,India,Health,Basic,1500986,No,0,None,15009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Crystal Baird,36,India,Health,Basic,2360953,Yes,4,"Thyroid, Diabetes, Asthma, Heart Condition",33053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Maurice Mueller,45,India,Health,Basic,1771541,No,2,"Thyroid, Diabetes",25687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tara Adams,38,India,Health,Basic,2383832,Yes,4,"Hypertension, Thyroid, Asthma, Heart Condition",33373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Megan Phillips DDS,19,India,Health,Basic,1555384,No,0,None,15553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elizabeth Lopez,53,India,Health,Basic,2142829,Yes,2,"Thyroid, Heart Condition",33213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Reynolds,54,India,Health,Basic,1952194,Yes,0,None,23426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amber Young,28,India,Health,Basic,1869500,Yes,3,"Heart Condition, Hypertension, Asthma",26173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Page,55,India,Health,Basic,2224663,Yes,4,"Diabetes, Thyroid, Asthma, Hypertension",34482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Collin Moore,60,India,Health,Basic,2042800,No,1,Thyroid,29620,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mandy Williams,48,India,Health,Basic,2361853,No,2,"Diabetes, Heart Condition",34246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gabriel Wolfe,49,India,Health,Basic,1571712,Yes,2,"Diabetes, Thyroid",23575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chelsea Murphy,29,India,Health,Basic,2422729,Yes,2,"Asthma, Thyroid",33918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Keith Wright,59,India,Health,Basic,1579118,Yes,2,"Hypertension, Heart Condition",24476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Miller,47,India,Health,Basic,2294333,No,1,Hypertension,32120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Claudia Nelson,52,India,Health,Basic,1844313,No,2,"Thyroid, Hypertension",27664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Craig Tyler,47,India,Health,Basic,2272434,No,2,"Heart Condition, Hypertension",32950,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Wendy Robertson,56,India,Health,Basic,1724559,Yes,1,Heart Condition,25868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kelly White,51,India,Health,Basic,2334058,No,4,"Thyroid, Hypertension, Asthma, Diabetes",35010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Darius Bean,57,India,Health,Basic,1726323,Yes,3,"Diabetes, Heart Condition, Hypertension",26758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mr. Cameron Cox DDS,38,India,Health,Basic,1616898,No,2,"Asthma, Diabetes",21828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scott Smith,24,India,Health,Basic,2306647,Yes,2,"Diabetes, Asthma",32293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Davis,24,India,Health,Basic,2330401,No,4,"Heart Condition, Thyroid, Hypertension, Diabetes",31460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alejandro Bryan,38,India,Health,Basic,2485788,No,4,"Thyroid, Heart Condition, Diabetes, Hypertension",33558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gina Perez,37,India,Health,Basic,1883736,Yes,1,Thyroid,25430,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melissa Jimenez,29,India,Health,Basic,2068802,No,2,"Asthma, Heart Condition",27928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
George Evans,20,India,Health,Basic,2299178,Yes,3,"Hypertension, Asthma, Thyroid",32188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anna Stokes,25,India,Health,Basic,2212501,No,1,Diabetes,28762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Martha Watson,23,India,Health,Basic,2200840,Yes,1,Heart Condition,29711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Steven Shepard,48,India,Health,Basic,1590751,No,3,"Thyroid, Asthma, Diabetes",23065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Steven Brown,32,India,Health,Basic,2042299,Yes,0,None,21444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebecca Watson,49,India,Health,Basic,1934958,No,3,"Thyroid, Hypertension, Diabetes",28056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Melissa Nichols,27,India,Health,Basic,1995757,No,3,"Asthma, Diabetes, Heart Condition",26942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew Coffey,19,India,Health,Basic,1528707,Yes,3,"Asthma, Hypertension, Diabetes",21401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrea Blevins,34,India,Health,Basic,2133353,No,0,None,21333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sean Silva,22,India,Health,Basic,1773906,No,3,"Asthma, Diabetes, Thyroid",23947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Savannah Pugh,31,India,Health,Basic,2020571,No,2,"Diabetes, Hypertension",27277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa James,35,India,Health,Basic,2352054,No,3,"Thyroid, Heart Condition, Asthma",31752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eugene Stone,41,India,Health,Basic,1749114,Yes,3,"Thyroid, Heart Condition, Diabetes",26236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Albert Vargas,37,India,Health,Basic,2227926,No,4,"Heart Condition, Thyroid, Asthma, Diabetes",30077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Garcia,28,India,Health,Basic,1677924,No,0,None,16779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jaime Lopez,36,India,Health,Basic,1920970,No,4,"Heart Condition, Diabetes, Asthma, Hypertension",25933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stacey Johnson,39,India,Health,Basic,1503629,Yes,3,"Hypertension, Thyroid, Heart Condition",21050,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Darrell Nelson,58,India,Health,Basic,2402200,Yes,2,"Asthma, Thyroid",37234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Julie Cervantes,32,India,Health,Basic,1668444,Yes,4,"Hypertension, Diabetes, Thyroid, Asthma",23358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Karen Jones,49,India,Health,Basic,2429435,No,2,"Heart Condition, Hypertension",35226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christine Harris,31,India,Health,Basic,2278514,Yes,2,"Heart Condition, Diabetes",31899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Howell,32,India,Health,Basic,2277857,Yes,4,"Asthma, Diabetes, Hypertension, Heart Condition",31889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mckenzie Miller,25,India,Health,Basic,2017446,Yes,4,"Hypertension, Heart Condition, Asthma, Thyroid",28244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Hartman,32,India,Health,Basic,2385733,Yes,2,"Heart Condition, Thyroid",33400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Hannah Chen,19,India,Health,Basic,2104340,Yes,4,"Heart Condition, Hypertension, Asthma, Thyroid",29460,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Thomas Morrow,60,India,Health,Basic,2334278,Yes,0,None,28011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Sanchez DDS,33,India,Health,Basic,2338547,No,0,None,23385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
George Lambert,18,India,Health,Basic,1667128,Yes,0,None,17504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Miranda Small,22,India,Health,Basic,2496373,No,2,"Diabetes, Hypertension",33701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vanessa Romero,23,India,Health,Basic,1992087,No,3,"Heart Condition, Hypertension, Thyroid",26893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Charles Garcia,22,India,Health,Basic,1615564,Yes,0,None,16963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Keith Howell,35,India,Health,Basic,1546120,Yes,4,"Hypertension, Heart Condition, Diabetes, Thyroid",21645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Roberts,38,India,Health,Basic,1816422,Yes,1,Asthma,24521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joseph Brown,47,India,Health,Basic,2479452,Yes,0,None,28513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ernest Jones,38,India,Health,Basic,2013238,Yes,0,None,21138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Justin Miller,39,India,Health,Basic,2234902,No,3,"Thyroid, Hypertension, Asthma",30171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sabrina Harris,22,India,Health,Basic,1807348,No,2,"Hypertension, Heart Condition",24399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tammy Woods,49,India,Health,Basic,2417990,Yes,0,None,27806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jesse Martinez,31,India,Health,Basic,2497614,No,4,"Diabetes, Asthma, Hypertension, Thyroid",33717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tina Spence,40,India,Health,Basic,1581572,Yes,3,"Asthma, Thyroid, Heart Condition",23723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mrs. Michelle Ballard,46,India,Health,Basic,2201329,Yes,3,"Hypertension, Asthma, Thyroid",33019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kenneth Collins,30,India,Health,Basic,1802992,No,2,"Thyroid, Diabetes",24340,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christina Fuller,36,India,Health,Basic,2401087,No,4,"Thyroid, Heart Condition, Diabetes, Asthma",32414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Troy Williams,54,India,Health,Basic,1651826,No,2,"Hypertension, Diabetes",24777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Barbara Barnes,32,India,Health,Basic,1882338,No,4,"Asthma, Diabetes, Thyroid, Hypertension",25411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Victor Goodman,41,India,Health,Basic,1812245,No,0,None,19934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Katherine West,37,India,Health,Basic,1790749,Yes,1,Asthma,24175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Taylor Mullen,20,India,Health,Basic,1916343,No,4,"Thyroid, Diabetes, Heart Condition, Asthma",25870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christina Green,59,India,Health,Basic,2442844,No,1,Thyroid,35421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Obrien,24,India,Health,Basic,2218809,Yes,1,Thyroid,29953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Walker,58,India,Health,Basic,2354334,Yes,2,"Asthma, Thyroid",36492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Renee Daniel,19,India,Health,Basic,2297255,Yes,2,"Heart Condition, Thyroid",32161,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lindsey Howell,38,India,Health,Basic,2201932,Yes,3,"Hypertension, Heart Condition, Asthma",30827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Susan Burch,51,India,Health,Basic,1637744,No,4,"Thyroid, Hypertension, Heart Condition, Diabetes",24566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jason Schneider,24,India,Health,Basic,1733205,Yes,4,"Thyroid, Asthma, Diabetes, Hypertension",24264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Garrett,55,India,Health,Basic,1707287,No,2,"Hypertension, Thyroid",25609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Richard Mathews,29,India,Health,Basic,2056131,No,3,"Asthma, Heart Condition, Diabetes",27757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christy Wright,58,India,Health,Basic,1679167,No,1,Diabetes,24347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Makayla Woods,35,India,Health,Basic,1714639,No,1,Diabetes,22290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew Stewart,46,India,Health,Basic,2312151,No,2,"Heart Condition, Thyroid",33526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sarah Soto,21,India,Health,Basic,2205378,No,3,"Heart Condition, Asthma, Thyroid",29772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
