name,age,country,policytype,policytier,sumassured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
amber young,28,india,health,basic,1869500.0,yes,3.0,"heart condition, hypertension, asthma",26173.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
john page,55,india,health,basic,2224663.0,yes,4.0,"diabetes, thyroid, asthma, hypertension",34482.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
collin moore,60,india,health,basic,2042800.0,no,1.0,thyroid,29620.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mandy williams,48,india,health,basic,2361853.0,no,2.0,"diabetes, heart condition",34246.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gabriel wolfe,49,india,health,basic,1571712.0,yes,2.0,"diabetes, thyroid",23575.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
chelsea murphy,29,india,health,basic,2422729.0,yes,2.0,"asthma, thyroid",33918.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
keith wright,59,india,health,basic,1579118.0,yes,2.0,"hypertension, heart condition",24476.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher miller,47,india,health,basic,2294333.0,no,1.0,hypertension,32120.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
claudia nelson,52,india,health,basic,1844313.0,no,2.0,"thyroid, hypertension",27664.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
craig tyler,47,india,health,basic,2272434.0,no,2.0,"heart condition, hypertension",32950.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
wendy robertson,56,india,health,basic,1724559.0,yes,1.0,heart condition,25868.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kelly white,51,india,health,basic,2334058.0,no,4.0,"thyroid, hypertension, asthma, diabetes",35010.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
darius bean,57,india,health,basic,1726323.0,yes,3.0,"diabetes, heart condition, hypertension",26758.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mr. cameron cox dds,38,india,health,basic,1616898.0,no,2.0,"asthma, diabetes",21828.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
scott smith,24,india,health,basic,2306647.0,yes,2.0,"diabetes, asthma",32293.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amy davis,24,india,health,basic,2330401.0,no,4.0,"heart condition, thyroid, hypertension, diabetes",31460.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alejandro bryan,38,india,health,basic,2485788.0,no,4.0,"thyroid, heart condition, diabetes, hypertension",33558.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gina perez,37,india,health,basic,1883736.0,yes,1.0,thyroid,25430.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa jimenez,29,india,health,basic,2068802.0,no,2.0,"asthma, heart condition",27928.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
george evans,20,india,health,basic,2299178.0,yes,3.0,"hypertension, asthma, thyroid",32188.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anna stokes,25,india,health,basic,2212501.0,no,1.0,diabetes,28762.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
martha watson,23,india,health,basic,2200840.0,yes,1.0,heart condition,29711.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
steven shepard,48,india,health,basic,1590751.0,no,3.0,"thyroid, asthma, diabetes",23065.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
steven brown,32,india,health,basic,2042299.0,yes,0.0,nan,21444.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
rebecca watson,49,india,health,basic,1934958.0,no,3.0,"thyroid, hypertension, diabetes",28056.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa nichols,27,india,health,basic,1995757.0,no,3.0,"asthma, diabetes, heart condition",26942.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew coffey,19,india,health,basic,1528707.0,yes,3.0,"asthma, hypertension, diabetes",21401.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrea blevins,34,india,health,basic,2133353.0,no,0.0,nan,21333.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sean silva,22,india,health,basic,1773906.0,no,3.0,"asthma, diabetes, thyroid",23947.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
savannah pugh,31,india,health,basic,2020571.0,no,2.0,"diabetes, hypertension",27277.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lisa james,35,india,health,basic,2352054.0,no,3.0,"thyroid, heart condition, asthma",31752.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
eugene stone,41,india,health,basic,1749114.0,yes,3.0,"thyroid, heart condition, diabetes",26236.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
albert vargas,37,india,health,basic,2227926.0,no,4.0,"heart condition, thyroid, asthma, diabetes",30077.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
laura garcia,28,india,health,basic,1677924.0,no,0.0,nan,16779.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jaime lopez,36,india,health,basic,1920970.0,no,4.0,"heart condition, diabetes, asthma, hypertension",25933.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stacey johnson,39,india,health,basic,1503629.0,yes,3.0,"hypertension, thyroid, heart condition",21050.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
darrell nelson,58,india,health,basic,2402200.0,yes,2.0,"asthma, thyroid",37234.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
julie cervantes,32,india,health,basic,1668444.0,yes,4.0,"hypertension, diabetes, thyroid, asthma",23358.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
karen jones,49,india,health,basic,2429435.0,no,2.0,"heart condition, hypertension",35226.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christine harris,31,india,health,basic,2278514.0,yes,2.0,"heart condition, diabetes",31899.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer howell,32,india,health,basic,2277857.0,yes,4.0,"asthma, diabetes, hypertension, heart condition",31889.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mckenzie miller,25,india,health,basic,2017446.0,yes,4.0,"hypertension, heart condition, asthma, thyroid",28244.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua hartman,32,india,health,basic,2385733.0,yes,2.0,"heart condition, thyroid",33400.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
hannah chen,19,india,health,basic,2104340.0,yes,4.0,"heart condition, hypertension, asthma, thyroid",29460.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
thomas morrow,60,india,health,basic,2334278.0,yes,0.0,nan,28011.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james sanchez dds,33,india,health,basic,2338547.0,no,0.0,nan,23385.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
george lambert,18,india,health,basic,1667128.0,yes,0.0,nan,17504.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
miranda small,22,india,health,basic,2496373.0,no,2.0,"diabetes, hypertension",33701.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
vanessa romero,23,india,health,basic,1992087.0,no,3.0,"heart condition, hypertension, thyroid",26893.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
charles garcia,22,india,health,basic,1615564.0,yes,0.0,nan,16963.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
keith howell,35,india,health,basic,1546120.0,yes,4.0,"hypertension, heart condition, diabetes, thyroid",21645.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
timothy roberts,38,india,health,basic,1816422.0,yes,1.0,asthma,24521.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph brown,47,india,health,basic,2479452.0,yes,0.0,nan,28513.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ernest jones,38,india,health,basic,2013238.0,yes,0.0,nan,21138.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
justin miller,39,india,health,basic,2234902.0,no,3.0,"thyroid, hypertension, asthma",30171.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sabrina harris,22,india,health,basic,1807348.0,no,2.0,"hypertension, heart condition",24399.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tammy woods,49,india,health,basic,2417990.0,yes,0.0,nan,27806.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jesse martinez,31,india,health,basic,2497614.0,no,4.0,"diabetes, asthma, hypertension, thyroid",33717.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tina spence,40,india,health,basic,1581572.0,yes,3.0,"asthma, thyroid, heart condition",23723.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mrs. michelle ballard,46,india,health,basic,2201329.0,yes,3.0,"hypertension, asthma, thyroid",33019.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kenneth collins,30,india,health,basic,1802992.0,no,2.0,"thyroid, diabetes",24340.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christina fuller,36,india,health,basic,2401087.0,no,4.0,"thyroid, heart condition, diabetes, asthma",32414.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
troy williams,54,india,health,basic,1651826.0,no,2.0,"hypertension, diabetes",24777.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
barbara barnes,32,india,health,basic,1882338.0,no,4.0,"asthma, diabetes, thyroid, hypertension",25411.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
victor goodman,41,india,health,basic,1812245.0,no,0.0,nan,19934.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
katherine west,37,india,health,basic,1790749.0,yes,1.0,asthma,24175.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
taylor mullen,20,india,health,basic,1916343.0,no,4.0,"thyroid, diabetes, heart condition, asthma",25870.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christina green,59,india,health,basic,2442844.0,no,1.0,thyroid,35421.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william obrien,24,india,health,basic,2218809.0,yes,1.0,thyroid,29953.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david walker,58,india,health,basic,2354334.0,yes,2.0,"asthma, thyroid",36492.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
renee daniel,19,india,health,basic,2297255.0,yes,2.0,"heart condition, thyroid",32161.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lindsey howell,38,india,health,basic,2201932.0,yes,3.0,"hypertension, heart condition, asthma",30827.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
susan burch,51,india,health,basic,1637744.0,no,4.0,"thyroid, hypertension, heart condition, diabetes",24566.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jason schneider,24,india,health,basic,1733205.0,yes,4.0,"thyroid, asthma, diabetes, hypertension",24264.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james garrett,55,india,health,basic,1707287.0,no,2.0,"hypertension, thyroid",25609.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
richard mathews,29,india,health,basic,2056131.0,no,3.0,"asthma, heart condition, diabetes",27757.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christy wright,58,india,health,basic,1679167.0,no,1.0,diabetes,24347.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
makayla woods,35,india,health,basic,1714639.0,no,1.0,diabetes,22290.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew stewart,46,india,health,basic,2312151.0,no,2.0,"heart condition, thyroid",33526.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sarah soto,21,india,health,basic,2205378.0,no,3.0,"heart condition, asthma, thyroid",29772.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
julie daniel,58,india,health,basic,2236464.0,yes,0.0,nan,26837.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sara mejia,30,india,health,basic,1678896.0,yes,4.0,"diabetes, heart condition, asthma, thyroid",23504.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mrs. cheryl gibson,56,india,health,basic,1541576.0,yes,3.0,"heart condition, diabetes, thyroid",23894.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony thomas,48,india,health,basic,2139610.0,yes,4.0,"thyroid, asthma, hypertension, heart condition",32094.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael jones,50,india,health,basic,2453453.0,yes,1.0,asthma,35575.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
veronica mann,57,india,health,basic,2123255.0,yes,0.0,nan,25479.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dr. brian ballard,60,india,health,basic,2074442.0,no,3.0,"asthma, diabetes, hypertension",31116.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
katie ramos,42,india,health,basic,1934154.0,yes,3.0,"asthma, hypertension, diabetes",29012.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william garcia,26,india,health,basic,1731680.0,yes,2.0,"thyroid, heart condition",24243.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
shelby graham,55,india,health,basic,1603676.0,yes,0.0,nan,19244.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gary collins,51,india,health,basic,1870890.0,yes,4.0,"diabetes, thyroid, asthma, hypertension",28998.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jesse coleman,29,india,health,basic,2275420.0,yes,0.0,nan,23891.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tyler franklin,38,india,health,basic,2355733.0,yes,4.0,"asthma, hypertension, heart condition, diabetes",32980.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
nicole sanchez,35,india,health,basic,2442679.0,no,0.0,nan,24426.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
cristina summers,58,india,health,basic,1918514.0,yes,0.0,nan,23022.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jessica simmons,18,india,health,basic,1903153.0,no,3.0,"hypertension, heart condition, asthma",25692.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
roy phillips,52,india,health,basic,1750189.0,yes,1.0,hypertension,26252.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lindsey hopkins,53,india,health,basic,1823610.0,yes,2.0,"thyroid, diabetes",28265.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tanya evans,40,india,health,basic,1500584.0,yes,3.0,"heart condition, thyroid, diabetes",22508.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jimmy bender,22,india,health,basic,1823675.0,no,1.0,asthma,23707.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew kelley,59,india,health,basic,1675277.0,yes,3.0,"hypertension, heart condition, diabetes",25966.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alexandra petersen,18,india,health,basic,2075900.0,yes,1.0,hypertension,28024.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lisa higgins,20,india,health,basic,1708685.0,no,3.0,"diabetes, hypertension, asthma",23067.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony rhodes,28,india,health,basic,2032980.0,yes,1.0,asthma,27445.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brian johnson,40,india,health,basic,1706937.0,no,4.0,"heart condition, hypertension, diabetes, asthma",24750.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
oscar keller,56,india,health,basic,1872572.0,yes,0.0,nan,22470.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jason lang,34,india,health,basic,2131161.0,yes,2.0,"diabetes, asthma",29836.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael velez,21,india,health,basic,2425684.0,no,3.0,"asthma, hypertension, heart condition",32746.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
robert gonzalez,39,india,health,basic,2169053.0,yes,1.0,diabetes,29282.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
heather williams,20,india,health,basic,1862505.0,yes,2.0,"asthma, thyroid",26075.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
regina allen,60,india,health,basic,2433080.0,yes,1.0,heart condition,36496.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
monica griffith,33,india,health,basic,2316110.0,yes,1.0,heart condition,31267.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
angela davenport,38,india,health,basic,1880330.0,yes,0.0,nan,19743.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer francis,40,india,health,basic,2446647.0,yes,1.0,hypertension,35476.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
austin combs,55,india,health,basic,1849673.0,yes,4.0,"heart condition, asthma, thyroid, diabetes",28669.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
drew nolan,52,india,health,basic,2333902.0,no,1.0,hypertension,33841.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kaitlin davis,39,india,health,basic,2256974.0,yes,3.0,"asthma, heart condition, diabetes",31597.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
miranda hernandez,42,india,health,basic,2088996.0,yes,2.0,"thyroid, asthma",31334.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
evan odom,52,india,health,basic,2167136.0,no,3.0,"asthma, diabetes, heart condition",32507.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sarah wood,53,india,health,basic,1514675.0,no,3.0,"asthma, thyroid, heart condition",22720.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jennifer graham,44,india,health,basic,2395473.0,no,1.0,thyroid,33536.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
taylor bernard,27,india,health,basic,1815425.0,no,1.0,asthma,23600.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary becker,20,india,health,basic,1830254.0,no,1.0,asthma,23793.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
erin barker,59,india,health,basic,1505032.0,yes,0.0,nan,18060.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jamie parker,36,india,health,basic,1519072.0,yes,2.0,"asthma, thyroid",21267.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kelly morrow,51,india,health,basic,1859485.0,no,0.0,nan,21384.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tammy rodriguez,33,india,health,basic,2001191.0,yes,2.0,"diabetes, thyroid",28016.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew cunningham,42,india,health,basic,1612540.0,yes,2.0,"heart condition, hypertension",24188.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
daniel garcia,51,india,health,basic,1721663.0,no,3.0,"diabetes, heart condition, thyroid",25824.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
austin olson,20,india,health,basic,2186754.0,no,1.0,heart condition,28427.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
samantha winters md,48,india,health,basic,2058501.0,yes,2.0,"asthma, thyroid",30877.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jose fox,21,india,health,basic,1803836.0,yes,2.0,"diabetes, thyroid",25253.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa gutierrez,18,india,health,basic,2370739.0,yes,1.0,diabetes,32004.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sydney robinson,58,india,health,basic,2271080.0,yes,4.0,"asthma, thyroid, heart condition, hypertension",35201.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mr. frank edwards md,60,india,health,basic,1859663.0,no,2.0,"diabetes, hypertension",27894.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kendra hatfield,40,india,health,basic,1825620.0,no,2.0,"diabetes, asthma",26471.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gabrielle jones,21,india,health,basic,2304812.0,no,0.0,nan,23048.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tiffany berg,32,india,health,basic,1582951.0,no,2.0,"asthma, heart condition",21369.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
megan boyer md,41,india,health,basic,2154911.0,no,4.0,"diabetes, heart condition, hypertension, thyroid",31246.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tyler white,54,india,health,basic,2310323.0,no,1.0,diabetes,33499.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kelsey anderson,38,india,health,basic,2064514.0,no,4.0,"thyroid, hypertension, asthma, heart condition",27870.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
zachary crawford,36,india,health,basic,2314008.0,no,0.0,nan,23140.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dana brown,48,india,health,basic,1550715.0,no,3.0,"diabetes, asthma, hypertension",22485.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
robin yang,20,india,health,basic,1922421.0,yes,3.0,"asthma, hypertension, heart condition",26913.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joan robinson,60,india,health,basic,2164637.0,no,1.0,thyroid,31387.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher owen,22,india,health,basic,1728487.0,no,1.0,hypertension,22470.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tina sampson,46,india,health,basic,2014665.0,no,2.0,"heart condition, asthma",29212.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michelle wood,22,india,health,basic,2340149.0,yes,0.0,nan,24571.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony villarreal,47,india,health,basic,2431919.0,no,2.0,"asthma, diabetes",35262.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
suzanne johnston,56,india,health,basic,1837534.0,no,0.0,nan,21131.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
samantha vaughn,39,india,health,basic,2131142.0,no,4.0,"diabetes, hypertension, asthma, thyroid",28770.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
wanda williams,48,india,health,basic,2310313.0,yes,0.0,nan,26568.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gary mcmahon,52,india,health,basic,1528725.0,yes,0.0,nan,18344.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
reginald williams,58,india,health,basic,1835684.0,yes,2.0,"asthma, hypertension",28453.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brittany krueger,32,india,health,basic,1834316.0,no,2.0,"diabetes, heart condition",24763.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
connie bean,58,india,health,basic,2379206.0,yes,2.0,"thyroid, heart condition",36877.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
larry parker,37,india,health,basic,1640508.0,no,2.0,"heart condition, asthma",22146.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
samantha henderson,33,india,health,basic,2365729.0,yes,3.0,"diabetes, heart condition, asthma",33120.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael jackson,31,india,health,basic,1867695.0,no,4.0,"heart condition, thyroid, asthma, hypertension",25213.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephen ferguson,24,india,health,basic,2228766.0,yes,4.0,"diabetes, heart condition, asthma, hypertension",31202.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
charles marks,32,india,health,basic,2172375.0,no,3.0,"diabetes, asthma, thyroid",29327.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
john calhoun,54,india,health,basic,2061566.0,no,3.0,"hypertension, thyroid, heart condition",30923.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
bill hutchinson,41,india,health,basic,1546942.0,no,4.0,"heart condition, hypertension, diabetes, asthma",22430.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lee anderson,59,india,health,basic,1687285.0,no,0.0,nan,19403.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
henry brown,45,india,health,basic,1540877.0,no,3.0,"diabetes, asthma, thyroid",22342.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew berger,33,india,health,basic,2308405.0,yes,2.0,"asthma, hypertension",32317.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lisa cardenas,38,india,health,basic,2176234.0,no,2.0,"heart condition, thyroid",29379.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jonathan turner,55,india,health,basic,1719812.0,no,2.0,"asthma, diabetes",25797.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david ortiz,46,india,health,basic,2038869.0,yes,2.0,"asthma, heart condition",30583.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael rojas,57,india,health,basic,2479742.0,no,3.0,"asthma, diabetes, thyroid",37196.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary martin,43,india,health,basic,2388813.0,no,1.0,heart condition,33443.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephanie norris,38,india,health,basic,2360399.0,no,0.0,nan,23603.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david stevens,60,india,health,basic,1713093.0,yes,2.0,"diabetes, asthma",26552.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kathleen taylor,41,india,health,basic,1930169.0,yes,3.0,"heart condition, hypertension, thyroid",28952.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
aaron gutierrez,22,india,health,basic,1756207.0,no,0.0,nan,17562.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
travis ross,55,india,health,basic,1570893.0,no,0.0,nan,18065.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
